Date,Price,Fear_Greed
"13 Feb, 2020","10,235.1",65
"14 Feb, 2020","10,333.0",63
"15 Feb, 2020","9,907.7",64
"16 Feb, 2020","9,932.3",59
"17 Feb, 2020","9,701.4",49
"18 Feb, 2020","10,158.4",53
"19 Feb, 2020","9,609.4",50
"20 Feb, 2020","9,602.4",44
"21 Feb, 2020","9,684.5",44
"22 Feb, 2020","9,655.7",43
"23 Feb, 2020","9,942.7",46
"24 Feb, 2020","9,662.7",46
"25 Feb, 2020","9,317.2",44
"26 Feb, 2020","8,800.3",41
"27 Feb, 2020","8,818.6",39
"28 Feb, 2020","8,697.5",40
"29 Feb, 2020","8,543.7",38
"1 Mar, 2020","8,540.0",39
"2 Mar, 2020","8,904.8",38
"3 Mar, 2020","8,761.4",38
"4 Mar, 2020","8,757.9",40
"5 Mar, 2020","9,060.3",41
"6 Mar, 2020","9,134.8",39
"7 Mar, 2020","8,887.8",38
"8 Mar, 2020","8,034.1",33
"9 Mar, 2020","7,933.0",17
"10 Mar, 2020","7,891.2",16
"11 Mar, 2020","7,935.1",17
"12 Mar, 2020","4,826.0",14
"13 Mar, 2020","5,584.3",10
"14 Mar, 2020","5,182.7",8
"15 Mar, 2020","5,366.3",12
"16 Mar, 2020","5,030.0",9
"17 Mar, 2020","5,261.1",8
"18 Mar, 2020","5,361.4",11
"19 Mar, 2020","6,172.0",12
"20 Mar, 2020","6,205.3",9
"21 Mar, 2020","6,186.2",9
"22 Mar, 2020","5,822.1",11
"23 Mar, 2020","6,468.9",10
"24 Mar, 2020","6,744.6",12
"25 Mar, 2020","6,678.9",13
"26 Mar, 2020","6,725.1",14
"27 Mar, 2020","6,373.4",12
"28 Mar, 2020","6,233.7",8
"29 Mar, 2020","5,890.4",12
"30 Mar, 2020","6,391.0",10
"31 Mar, 2020","6,412.5",12
"1 Apr, 2020","6,638.5",12
"2 Apr, 2020","6,800.5",14
"3 Apr, 2020","6,735.9",14
"4 Apr, 2020","6,857.4",12
"5 Apr, 2020","6,772.7",12
"6 Apr, 2020","7,332.3",12
"7 Apr, 2020","7,185.2",20
"8 Apr, 2020","7,361.2",21
"9 Apr, 2020","7,289.0",22
"10 Apr, 2020","6,863.1",15
"11 Apr, 2020","6,867.8",15
"12 Apr, 2020","6,917.6",10
"13 Apr, 2020","6,841.3",11
"14 Apr, 2020","6,850.9",15
"15 Apr, 2020","6,629.1",18
"16 Apr, 2020","7,085.6",13
"17 Apr, 2020","7,035.8",15
"18 Apr, 2020","7,230.8",18
"19 Apr, 2020","7,122.9",16
"20 Apr, 2020","6,833.5",15
"21 Apr, 2020","6,842.5",17
"22 Apr, 2020","7,112.9",19
"23 Apr, 2020","7,488.5",19
"24 Apr, 2020","7,503.8",20
"25 Apr, 2020","7,540.4",24
"26 Apr, 2020","7,678.9",21
"27 Apr, 2020","7,766.0",28
"28 Apr, 2020","7,746.9",26
"29 Apr, 2020","8,770.9",26
"30 Apr, 2020","8,629.0",44
"1 May, 2020","8,821.6",40
"2 May, 2020","8,966.3",40
"3 May, 2020","8,885.5",45
"4 May, 2020","8,874.7",44
"5 May, 2020","9,001.0",40
"6 May, 2020","9,151.4",42
"7 May, 2020","9,979.8",49
"8 May, 2020","9,806.2",55
"9 May, 2020","9,554.6",56
"10 May, 2020","8,738.8",48
"11 May, 2020","8,579.8",40
"12 May, 2020","8,813.8",39
"13 May, 2020","9,298.7",41
"14 May, 2020","9,778.4",40
"15 May, 2020","9,318.0",44
"16 May, 2020","9,379.5",41
"17 May, 2020","9,677.7",40
"18 May, 2020","9,730.7",50
"19 May, 2020","9,773.3",50
"20 May, 2020","9,512.3",52
"21 May, 2020","9,059.0",49
"22 May, 2020","9,169.7",42
"23 May, 2020","9,177.0",40
"24 May, 2020","8,728.2",43
"25 May, 2020","8,898.2",41
"26 May, 2020","8,842.5",39
"27 May, 2020","9,199.1",39
"28 May, 2020","9,572.2",41
"29 May, 2020","9,424.8",48
"30 May, 2020","9,692.5",48
"31 May, 2020","9,454.8",51
"1 Jun, 2020","10,189.3",50
"2 Jun, 2020","9,527.6",56
"3 Jun, 2020","9,667.2",48
"4 Jun, 2020","9,794.4",54
"5 Jun, 2020","9,631.2",53
"6 Jun, 2020","9,669.6",54
"7 Jun, 2020","9,742.6",54
"8 Jun, 2020","9,777.9",53
"9 Jun, 2020","9,768.8",52
"10 Jun, 2020","9,878.8",54
"11 Jun, 2020","9,283.2",52
"12 Jun, 2020","9,466.6",38
"13 Jun, 2020","9,471.3",38
"14 Jun, 2020","9,345.3",40
"15 Jun, 2020","9,425.4",37
"16 Jun, 2020","9,523.5",39
"17 Jun, 2020","9,464.6",38
"18 Jun, 2020","9,388.1",40
"19 Jun, 2020","9,314.0",39
"20 Jun, 2020","9,358.8",38
"21 Jun, 2020","9,296.4",37
"22 Jun, 2020","9,683.7",38
"23 Jun, 2020","9,624.6",41
"24 Jun, 2020","9,302.0",50
"25 Jun, 2020","9,247.5",43
"26 Jun, 2020","9,160.0",40
"27 Jun, 2020","9,008.3",43
"28 Jun, 2020","9,124.0",40
"29 Jun, 2020","9,185.4",41
"30 Jun, 2020","9,135.4",44
"1 Jul, 2020","9,229.9",42
"2 Jul, 2020","9,085.1",42
"3 Jul, 2020","9,067.1",41
"4 Jul, 2020","9,134.4",40
"5 Jul, 2020","9,081.0",38
"6 Jul, 2020","9,339.0",40
"7 Jul, 2020","9,256.0",43
"8 Jul, 2020","9,429.9",44
"9 Jul, 2020","9,235.7",44
"10 Jul, 2020","9,285.1",41
"11 Jul, 2020","9,233.3",44
"12 Jul, 2020","9,300.8",41
"13 Jul, 2020","9,243.6",43
"14 Jul, 2020","9,253.4",43
"15 Jul, 2020","9,198.7",44
"16 Jul, 2020","9,135.3",43
"17 Jul, 2020","9,155.8",41
"18 Jul, 2020","9,170.2",44
"19 Jul, 2020","9,208.0",41
"20 Jul, 2020","9,162.4",44
"21 Jul, 2020","9,387.3",44
"22 Jul, 2020","9,513.7",50
"23 Jul, 2020","9,599.6",55
"24 Jul, 2020","9,546.4",53
"25 Jul, 2020","9,704.1",55
"26 Jul, 2020","9,932.5",55
"27 Jul, 2020","11,022.8",58
"28 Jul, 2020","10,908.5",76
"29 Jul, 2020","11,105.9",71
"30 Jul, 2020","11,096.2",76
"31 Jul, 2020","11,333.4",75
"1 Aug, 2020","11,803.1",75
"2 Aug, 2020","11,066.8",80
"3 Aug, 2020","11,224.4",75
"4 Aug, 2020","11,184.7",72
"5 Aug, 2020","11,735.1",75
"6 Aug, 2020","11,757.1",79
"7 Aug, 2020","11,592.0",77
"8 Aug, 2020","11,764.3",77
"9 Aug, 2020","11,681.2",79
"10 Aug, 2020","11,889.2",78
"11 Aug, 2020","11,390.4",84
"12 Aug, 2020","11,557.2",75
"13 Aug, 2020","11,770.9",75
"14 Aug, 2020","11,750.8",78
"15 Aug, 2020","11,845.3",79
"16 Aug, 2020","11,899.0",82
"17 Aug, 2020","12,282.6",83
"18 Aug, 2020","11,947.6",82
"19 Aug, 2020","11,750.2",80
"20 Aug, 2020","11,856.9",75
"21 Aug, 2020","11,529.2",81
"22 Aug, 2020","11,661.3",78
"23 Aug, 2020","11,641.6",76
"24 Aug, 2020","11,753.5",78
"25 Aug, 2020","11,324.8",75
"26 Aug, 2020","11,462.3",76
"27 Aug, 2020","11,327.4",75
"28 Aug, 2020","11,527.4",74
"29 Aug, 2020","11,468.1",79
"30 Aug, 2020","11,702.0",75
"31 Aug, 2020","11,644.2",75
"1 Sep, 2020","11,914.9",75
"2 Sep, 2020","11,413.3",83
"3 Sep, 2020","10,168.8",79
"4 Sep, 2020","10,472.5",40
"5 Sep, 2020","10,092.2",41
"6 Sep, 2020","10,296.4",41
"7 Sep, 2020","10,376.9",41
"8 Sep, 2020","10,126.6",41
"9 Sep, 2020","10,224.6",38
"10 Sep, 2020","10,339.7",38
"11 Sep, 2020","10,390.2",41
"12 Sep, 2020","10,441.9",41
"13 Sep, 2020","10,326.0",38
"14 Sep, 2020","10,675.3",39
"15 Sep, 2020","10,785.3",47
"16 Sep, 2020","10,949.5",43
"17 Sep, 2020","10,941.3",48
"18 Sep, 2020","10,933.0",49
"19 Sep, 2020","11,081.8",48
"20 Sep, 2020","10,921.5",52
"21 Sep, 2020","10,416.8",48
"22 Sep, 2020","10,531.5",39
"23 Sep, 2020","10,237.3",43
"24 Sep, 2020","10,739.4",39
"25 Sep, 2020","10,688.8",46
"26 Sep, 2020","10,727.9",45
"27 Sep, 2020","10,776.2",47
"28 Sep, 2020","10,693.2",43
"29 Sep, 2020","10,840.9",45
"30 Sep, 2020","10,776.1",49
"1 Oct, 2020","10,620.5",45
"2 Oct, 2020","10,572.3",41
"3 Oct, 2020","10,544.2",40
"4 Oct, 2020","10,672.9",42
"5 Oct, 2020","10,789.5",42
"6 Oct, 2020","10,602.6",47
"7 Oct, 2020","10,670.9",43
"8 Oct, 2020","10,924.1",46
"9 Oct, 2020","11,054.2",48
"10 Oct, 2020","11,298.4",53
"11 Oct, 2020","11,371.0",55
"12 Oct, 2020","11,533.9",52
"13 Oct, 2020","11,423.8",56
"14 Oct, 2020","11,420.4",53
"15 Oct, 2020","11,503.0",56
"16 Oct, 2020","11,322.0",52
"17 Oct, 2020","11,362.1",56
"18 Oct, 2020","11,506.9",55
"19 Oct, 2020","11,753.4",55
"20 Oct, 2020","11,913.5",56
"21 Oct, 2020","12,808.7",61
"22 Oct, 2020","12,974.6",73
"23 Oct, 2020","12,934.1",74
"24 Oct, 2020","13,117.2",73
"25 Oct, 2020","13,032.2",76
"26 Oct, 2020","13,061.6",75
"27 Oct, 2020","13,657.8",61
"28 Oct, 2020","13,278.9",70
"29 Oct, 2020","13,457.2",67
"30 Oct, 2020","13,559.9",74
"31 Oct, 2020","13,797.3",73
"1 Nov, 2020","13,759.4",72
"2 Nov, 2020","13,561.4",71
"3 Nov, 2020","14,019.9",71
"4 Nov, 2020","14,145.6",74
"5 Nov, 2020","15,587.1",72
"6 Nov, 2020","15,577.9",90
"7 Nov, 2020","14,828.4",88
"8 Nov, 2020","15,483.7",82
"9 Nov, 2020","15,327.2",90
"10 Nov, 2020","15,303.6",90
"11 Nov, 2020","15,695.8",86
"12 Nov, 2020","16,294.7",87
"13 Nov, 2020","16,324.2",89
"14 Nov, 2020","16,071.0",90
"15 Nov, 2020","15,953.0",86
"16 Nov, 2020","16,715.8",90
"17 Nov, 2020","17,662.3",86
"18 Nov, 2020","17,774.6",91
"19 Nov, 2020","17,803.5",94
"20 Nov, 2020","18,675.2",86
"21 Nov, 2020","18,687.2",91
"22 Nov, 2020","18,412.9",94
"23 Nov, 2020","18,379.6",90
"24 Nov, 2020","19,152.6",88
"25 Nov, 2020","18,723.0",94
"26 Nov, 2020","17,162.0",93
"27 Nov, 2020","17,127.1",86
"28 Nov, 2020","17,730.7",87
"29 Nov, 2020","18,185.5",89
"30 Nov, 2020","19,698.1",88
"1 Dec, 2020","18,770.7",95
"2 Dec, 2020","19,218.8",92
"3 Dec, 2020","19,433.3",92
"4 Dec, 2020","18,658.1",92
"5 Dec, 2020","19,146.5",93
"6 Dec, 2020","19,379.9",95
"7 Dec, 2020","19,170.7",94
"8 Dec, 2020","18,326.6",95
"9 Dec, 2020","18,546.0",86
"10 Dec, 2020","18,247.2",94
"11 Dec, 2020","18,023.6",89
"12 Dec, 2020","18,808.9",90
"13 Dec, 2020","19,176.8",91
"14 Dec, 2020","19,273.8",95
"15 Dec, 2020","19,434.9",91
"16 Dec, 2020","21,352.2",92
"17 Dec, 2020","22,825.4",92
"18 Dec, 2020","23,127.9",95
"19 Dec, 2020","23,844.0",93
"20 Dec, 2020","23,474.9",92
"21 Dec, 2020","22,728.5",92
"22 Dec, 2020","23,823.2",88
"23 Dec, 2020","23,257.9",93
"24 Dec, 2020","23,736.5",86
"25 Dec, 2020","24,689.6",94
"26 Dec, 2020","26,454.4",93
"27 Dec, 2020","26,261.3",91
"28 Dec, 2020","27,057.8",92
"29 Dec, 2020","27,376.0",91
"30 Dec, 2020","28,868.7",91
"31 Dec, 2020","28,949.4",95
"1 Jan, 2021","29,359.9",94
"2 Jan, 2021","32,193.3",94
"3 Jan, 2021","32,958.9",93
"4 Jan, 2021","32,022.6",94
"5 Jan, 2021","33,991.5",93
"6 Jan, 2021","36,793.2",95
"7 Jan, 2021","39,460.2",91
"8 Jan, 2021","40,599.3",93
"9 Jan, 2021","40,151.9",93
"10 Jan, 2021","38,192.2",94
"11 Jan, 2021","35,544.3",90
"12 Jan, 2021","34,076.1",84
"13 Jan, 2021","37,382.2",78
"14 Jan, 2021","39,175.7",83
"15 Jan, 2021","36,845.8",88
"16 Jan, 2021","36,019.5",84
"17 Jan, 2021","35,839.6",79
"18 Jan, 2021","36,613.2",79
"19 Jan, 2021","36,002.9",80
"20 Jan, 2021","35,476.3",78
"21 Jan, 2021","30,842.1",75
"22 Jan, 2021","33,000.5",40
"23 Jan, 2021","32,088.9",74
"24 Jan, 2021","32,241.3",70
"25 Jan, 2021","32,252.3",74
"26 Jan, 2021","32,502.1",71
"27 Jan, 2021","30,404.0",78
"28 Jan, 2021","33,374.8",55
"29 Jan, 2021","34,301.8",77
"30 Jan, 2021","34,283.1",76
"31 Jan, 2021","33,108.1",78
"1 Feb, 2021","33,515.7",77
"2 Feb, 2021","35,485.2",76
"3 Feb, 2021","37,646.8",78
"4 Feb, 2021","36,982.1",80
"5 Feb, 2021","38,297.6",81
"6 Feb, 2021","39,256.6",84
"7 Feb, 2021","38,852.9",86
"8 Feb, 2021","46,395.7",83
"9 Feb, 2021","46,508.6",95
"10 Feb, 2021","44,836.0",92
"11 Feb, 2021","47,990.7",93
"12 Feb, 2021","47,371.7",92
"13 Feb, 2021","47,168.7",92
"14 Feb, 2021","48,643.4",95
"15 Feb, 2021","47,936.3",93
"16 Feb, 2021","49,169.7",95
"17 Feb, 2021","52,079.2",95
"18 Feb, 2021","51,582.2",91
"19 Feb, 2021","55,906.6",93
"20 Feb, 2021","55,923.7",91
"21 Feb, 2021","57,433.8",91
"22 Feb, 2021","54,111.8",94
"23 Feb, 2021","48,911.2",94
"24 Feb, 2021","49,697.5",76
"25 Feb, 2021","46,928.5",79
"26 Feb, 2021","46,345.6",55
"27 Feb, 2021","46,136.7",56
"28 Feb, 2021","45,164.0",55
"1 Mar, 2021","49,595.5",38
"2 Mar, 2021","48,424.2",78
"3 Mar, 2021","50,395.1",78
"4 Mar, 2021","48,428.0",84
"5 Mar, 2021","48,792.5",77
"6 Mar, 2021","48,855.6",77
"7 Mar, 2021","50,982.3",76
"8 Mar, 2021","52,311.0",81
"9 Mar, 2021","54,879.0",81
"10 Mar, 2021","55,851.9",68
"11 Mar, 2021","57,799.5",73
"12 Mar, 2021","57,265.1",70
"13 Mar, 2021","61,195.3",74
"14 Mar, 2021","59,113.7",78
"15 Mar, 2021","55,791.3",76
"16 Mar, 2021","56,889.7",71
"17 Mar, 2021","58,913.5",71
"18 Mar, 2021","57,656.0",72
"19 Mar, 2021","58,088.0",71
"20 Mar, 2021","58,093.4",75
"21 Mar, 2021","57,383.8",73
"22 Mar, 2021","54,158.3",70
"23 Mar, 2021","54,452.5",66
"24 Mar, 2021","52,325.4",65
"25 Mar, 2021","51,322.3",60
"26 Mar, 2021","55,036.1",54
"27 Mar, 2021","55,862.9",65
"28 Mar, 2021","55,765.2",74
"29 Mar, 2021","57,616.2",72
"30 Mar, 2021","58,771.3",72
"31 Mar, 2021","58,763.7",76
"1 Apr, 2021","58,718.3",74
"2 Apr, 2021","58,977.3",74
"3 Apr, 2021","57,059.9",73
"4 Apr, 2021","58,199.9",74
"5 Apr, 2021","58,993.4",71
"6 Apr, 2021","57,996.3",75
"7 Apr, 2021","55,948.7",72
"8 Apr, 2021","58,077.4",73
"9 Apr, 2021","58,118.7",70
"10 Apr, 2021","59,748.4",70
"11 Apr, 2021","59,978.7",76
"12 Apr, 2021","59,863.8",74
"13 Apr, 2021","63,540.9",74
"14 Apr, 2021","62,980.4",75
"15 Apr, 2021","63,216.0",79
"16 Apr, 2021","61,379.7",78
"17 Apr, 2021","60,041.9",76
"18 Apr, 2021","56,207.1",79
"19 Apr, 2021","55,646.1",74
"20 Apr, 2021","56,483.2",73
"21 Apr, 2021","53,820.2",73
"22 Apr, 2021","51,729.5",65
"23 Apr, 2021","51,143.6",55
"24 Apr, 2021","50,088.9",37
"25 Apr, 2021","48,963.6",31
"26 Apr, 2021","54,020.5",27
"27 Apr, 2021","55,036.5",50
"28 Apr, 2021","54,841.4",59
"29 Apr, 2021","53,560.8",52
"30 Apr, 2021","57,720.3",51
"1 May, 2021","57,807.1",68
"2 May, 2021","56,603.8",66
"3 May, 2021","57,169.8",61
"4 May, 2021","53,741.5",68
"5 May, 2021","57,441.3",48
"6 May, 2021","56,405.4",65
"7 May, 2021","57,337.2",64
"8 May, 2021","58,840.1",67
"9 May, 2021","58,238.3",73
"10 May, 2021","55,848.9",72
"11 May, 2021","56,695.7",61
"12 May, 2021","49,384.2",68
"13 May, 2021","49,704.6",31
"14 May, 2021","49,839.8",26
"15 May, 2021","46,708.8",27
"16 May, 2021","46,426.4",20
"17 May, 2021","43,541.3",27
"18 May, 2021","42,897.3",21
"19 May, 2021","36,720.5",23
"20 May, 2021","40,717.2",11
"21 May, 2021","37,297.4",19
"22 May, 2021","37,448.3",12
"23 May, 2021","34,679.7",14
"24 May, 2021","38,750.6",10
"25 May, 2021","38,378.3",22
"26 May, 2021","39,249.2",22
"27 May, 2021","38,417.3",27
"28 May, 2021","35,662.5",21
"29 May, 2021","34,584.6",18
"30 May, 2021","35,652.8",10
"31 May, 2021","37,298.6",18
"1 Jun, 2021","36,687.6",20
"2 Jun, 2021","37,555.8",23
"3 Jun, 2021","39,187.3",24
"4 Jun, 2021","36,851.3",27
"5 Jun, 2021","35,520.0",24
"6 Jun, 2021","35,815.4",17
"7 Jun, 2021","33,578.0",15
"8 Jun, 2021","33,382.9",13
"9 Jun, 2021","37,332.2",14
"10 Jun, 2021","36,649.4",21
"11 Jun, 2021","37,314.6",21
"12 Jun, 2021","35,467.5",28
"13 Jun, 2021","39,022.9",23
"14 Jun, 2021","40,529.4",28
"15 Jun, 2021","40,156.1",38
"16 Jun, 2021","38,336.0",33
"17 Jun, 2021","38,052.0",26
"18 Jun, 2021","35,749.4",25
"19 Jun, 2021","35,513.4",23
"20 Jun, 2021","35,595.8",21
"21 Jun, 2021","31,692.0",23
"22 Jun, 2021","32,496.4",10
"23 Jun, 2021","33,674.3",14
"24 Jun, 2021","34,665.8",22
"25 Jun, 2021","31,594.0",27
"26 Jun, 2021","32,243.4",20
"27 Jun, 2021","34,678.5",22
"28 Jun, 2021","34,475.9",25
"29 Jun, 2021","35,834.7",25
"30 Jun, 2021","35,026.9",28
"1 Jul, 2021","33,543.6",28
"2 Jul, 2021","33,813.4",21
"3 Jul, 2021","34,742.8",24
"4 Jul, 2021","35,298.2",27
"5 Jul, 2021","33,687.8",29
"6 Jul, 2021","34,225.6",20
"7 Jul, 2021","33,867.8",28
"8 Jul, 2021","32,866.3",20
"9 Jul, 2021","33,797.4",20
"10 Jul, 2021","33,510.6",20
"11 Jul, 2021","34,227.7",20
"12 Jul, 2021","33,113.0",25
"13 Jul, 2021","32,728.1",20
"14 Jul, 2021","32,820.7",21
"15 Jul, 2021","31,840.5",20
"16 Jul, 2021","31,394.0",22
"17 Jul, 2021","31,518.6",15
"18 Jul, 2021","31,785.4",19
"19 Jul, 2021","30,837.2",24
"20 Jul, 2021","29,793.8",19
"21 Jul, 2021","32,131.4",10
"22 Jul, 2021","32,298.9",21
"23 Jul, 2021","33,603.3",23
"24 Jul, 2021","33,824.8",22
"25 Jul, 2021","35,391.1",27
"26 Jul, 2021","37,276.6",26
"27 Jul, 2021","39,452.0",32
"28 Jul, 2021","40,003.2",50
"29 Jul, 2021","40,001.4",50
"30 Jul, 2021","42,203.4",53
"31 Jul, 2021","41,553.7",60
"1 Aug, 2021","39,878.3",60
"2 Aug, 2021","39,168.4",48
"3 Aug, 2021","38,130.3",48
"4 Aug, 2021","39,736.9",42
"5 Aug, 2021","40,867.2",50
"6 Aug, 2021","42,795.4",52
"7 Aug, 2021","44,614.2",69
"8 Aug, 2021","43,792.8",74
"9 Aug, 2021","46,284.3",65
"10 Aug, 2021","45,593.8",71
"11 Aug, 2021","45,564.3",70
"12 Aug, 2021","44,403.4",70
"13 Aug, 2021","47,809.1",70
"14 Aug, 2021","47,081.5",76
"15 Aug, 2021","46,991.3",71
"16 Aug, 2021","45,996.3",72
"17 Aug, 2021","44,691.6",72
"18 Aug, 2021","44,723.8",73
"19 Aug, 2021","46,755.9",70
"20 Aug, 2021","49,324.0",70
"21 Aug, 2021","48,875.8",78
"22 Aug, 2021","49,254.5",76
"23 Aug, 2021","49,539.7",79
"24 Aug, 2021","47,714.7",79
"25 Aug, 2021","48,994.5",73
"26 Aug, 2021","46,831.6",75
"27 Aug, 2021","49,064.3",71
"28 Aug, 2021","48,897.1",78
"29 Aug, 2021","48,777.4",72
"30 Aug, 2021","46,992.7",73
"31 Aug, 2021","47,130.4",73
"1 Sep, 2021","48,819.4",71
"2 Sep, 2021","49,274.3",74
"3 Sep, 2021","49,999.0",74
"4 Sep, 2021","49,918.4",72
"5 Sep, 2021","51,768.6",73
"6 Sep, 2021","52,672.1",79
"7 Sep, 2021","46,779.6",79
"8 Sep, 2021","46,061.4",47
"9 Sep, 2021","46,385.6",45
"10 Sep, 2021","44,842.8",46
"11 Sep, 2021","45,161.9",31
"12 Sep, 2021","46,062.3",32
"13 Sep, 2021","44,949.5",44
"14 Sep, 2021","47,077.5",30
"15 Sep, 2021","48,130.6",49
"16 Sep, 2021","47,748.0",53
"17 Sep, 2021","47,282.8",48
"18 Sep, 2021","48,306.7",50
"19 Sep, 2021","47,238.7",53
"20 Sep, 2021","42,870.6",50
"21 Sep, 2021","40,651.3",27
"22 Sep, 2021","43,551.6",21
"23 Sep, 2021","44,869.2",27
"24 Sep, 2021","42,819.9",33
"25 Sep, 2021","42,686.8",28
"26 Sep, 2021","43,203.4",27
"27 Sep, 2021","42,172.6",26
"28 Sep, 2021","41,022.3",25
"29 Sep, 2021","41,536.8",24
"30 Sep, 2021","43,823.3",20
"1 Oct, 2021","48,146.0",27
"2 Oct, 2021","47,666.9",54
"3 Oct, 2021","48,200.1",49
"4 Oct, 2021","49,227.3",54
"5 Oct, 2021","51,469.3",59
"6 Oct, 2021","55,323.2",68
"7 Oct, 2021","53,783.9",76
"8 Oct, 2021","53,914.7",74
"9 Oct, 2021","54,942.5",72
"10 Oct, 2021","54,687.7",71
"11 Oct, 2021","57,477.3",71
"12 Oct, 2021","56,015.9",78
"13 Oct, 2021","57,380.1",70
"14 Oct, 2021","57,345.8",70
"15 Oct, 2021","61,672.5",71
"16 Oct, 2021","60,861.1",78
"17 Oct, 2021","61,527.5",79
"18 Oct, 2021","62,056.3",78
"19 Oct, 2021","64,278.5",75
"20 Oct, 2021","65,979.1",82
"21 Oct, 2021","62,210.2",84
"22 Oct, 2021","60,690.3",75
"23 Oct, 2021","61,312.5",74
"24 Oct, 2021","60,866.5",73
"25 Oct, 2021","63,067.0",72
"26 Oct, 2021","60,310.8",76
"27 Oct, 2021","58,438.1",73
"28 Oct, 2021","60,582.5",66
"29 Oct, 2021","62,242.8",70
"30 Oct, 2021","61,840.1",73
"31 Oct, 2021","61,309.6",74
"1 Nov, 2021","60,915.3",74
"2 Nov, 2021","63,221.7",73
"3 Nov, 2021","62,918.5",76
"4 Nov, 2021","61,412.6",73
"5 Nov, 2021","60,974.3",73
"6 Nov, 2021","61,483.9",71
"7 Nov, 2021","63,273.2",73
"8 Nov, 2021","67,527.9",75
"9 Nov, 2021","66,904.4",84
"10 Nov, 2021","64,932.6",75
"11 Nov, 2021","64,806.7",77
"12 Nov, 2021","64,134.5",74
"13 Nov, 2021","64,398.6",72
"14 Nov, 2021","65,508.2",74
"15 Nov, 2021","63,597.9",72
"16 Nov, 2021","60,089.1",71
"17 Nov, 2021","60,367.8",52
"18 Nov, 2021","56,955.3",54
"19 Nov, 2021","58,083.4",34
"20 Nov, 2021","59,717.6",43
"21 Nov, 2021","58,714.3",49
"22 Nov, 2021","56,308.8",50
"23 Nov, 2021","57,573.2",33
"24 Nov, 2021","57,171.7",42
"25 Nov, 2021","58,935.1",32
"26 Nov, 2021","53,730.9",47
"27 Nov, 2021","54,765.9",21
"28 Nov, 2021","57,291.5",27
"29 Nov, 2021","57,794.8",33
"30 Nov, 2021","56,882.9",40
"1 Dec, 2021","57,210.3",34
"2 Dec, 2021","56,496.0",32
"3 Dec, 2021","53,631.5",31
"4 Dec, 2021","49,195.2",25
"5 Dec, 2021","49,405.5",18
"6 Dec, 2021","50,562.1",16
"7 Dec, 2021","50,595.2",25
"8 Dec, 2021","50,473.9",28
"9 Dec, 2021","47,596.6",29
"10 Dec, 2021","47,137.2",24
"11 Dec, 2021","49,314.5",16
"12 Dec, 2021","50,081.0",27
"13 Dec, 2021","46,703.6",28
"14 Dec, 2021","48,366.5",21
"15 Dec, 2021","48,871.5",28
"16 Dec, 2021","47,628.2",29
"17 Dec, 2021","46,172.2",23
"18 Dec, 2021","46,856.2",24
"19 Dec, 2021","46,704.5",29
"20 Dec, 2021","46,895.2",25
"21 Dec, 2021","48,902.0",27
"22 Dec, 2021","48,599.7",45
"23 Dec, 2021","50,801.0",34
"24 Dec, 2021","50,786.1",41
"25 Dec, 2021","50,406.4",39
"26 Dec, 2021","50,779.9",37
"27 Dec, 2021","50,678.2",40
"28 Dec, 2021","47,545.2",41
"29 Dec, 2021","46,461.7",27
"30 Dec, 2021","47,123.3",22
"31 Dec, 2021","46,219.5",28
"1 Jan, 2022","47,738.0",21
"2 Jan, 2022","47,311.8",29
"3 Jan, 2022","46,430.2",29
"4 Jan, 2022","45,837.3",23
"5 Jan, 2022","43,425.9",24
"6 Jan, 2022","43,097.5",15
"7 Jan, 2022","41,546.7",18
"8 Jan, 2022","41,672.0",10
"9 Jan, 2022","41,848.3",23
"10 Jan, 2022","41,832.2",23
"11 Jan, 2022","42,733.2",21
"12 Jan, 2022","43,901.0",22
"13 Jan, 2022","42,560.0",21
"14 Jan, 2022","43,073.3",21
"15 Jan, 2022","43,097.0",23
"16 Jan, 2022","43,079.1",21
"17 Jan, 2022","42,209.3",22
"18 Jan, 2022","42,364.6",24
"19 Jan, 2022","41,677.8",24
"20 Jan, 2022","40,715.9",24
"21 Jan, 2022","36,475.5",19
"22 Jan, 2022","35,075.2",13
"23 Jan, 2022","36,269.5",11
"24 Jan, 2022","36,686.3",13
"25 Jan, 2022","36,950.6",12
"26 Jan, 2022","36,800.4",23
"27 Jan, 2022","37,164.3",20
"28 Jan, 2022","37,745.1",24
"29 Jan, 2022","38,170.8",24
"30 Jan, 2022","37,917.7",29
"31 Jan, 2022","38,498.6",20
"1 Feb, 2022","38,709.7",26
"2 Feb, 2022","36,890.2",28
"3 Feb, 2022","37,287.8",20
"4 Feb, 2022","41,567.6",20
"5 Feb, 2022","41,412.1",33
"6 Feb, 2022","42,392.2",37
"7 Feb, 2022","43,833.9",45
"8 Feb, 2022","44,038.2",48
"9 Feb, 2022","44,388.9",54
"10 Feb, 2022","43,521.0",50
"11 Feb, 2022","42,388.4",50
"12 Feb, 2022","42,205.2",44
"13 Feb, 2022","42,061.1",44
"14 Feb, 2022","42,550.3",46
"15 Feb, 2022","44,544.4",46
"16 Feb, 2022","43,883.6",51
"17 Feb, 2022","40,552.8",52
"18 Feb, 2022","40,000.1",30
"19 Feb, 2022","40,090.3",25
"20 Feb, 2022","38,355.0",27
"21 Feb, 2022","37,017.7",25
"22 Feb, 2022","38,248.2",20
"23 Feb, 2022","37,224.6",25
